date,day_of_week,start_time,end_time,location,speaker,affiliation,theme,track_x,recommended,time_for_row,orig_time_if_moved,is_moderator,has_room_conflict,is_general_event
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Third Floor: MIT,Darrell Dooyema,Colorado Christian University,Jared D. Dooyema The Audiological Argument for the Existence of God,Evangelical Philosophical Society,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - First Floor: Boylston,Gary D. Urie,Veritas International University,Moderator,Near East Archaeological Society,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - First Floor: Boylston,Steve Rudd,Naioth Bible College,Archaeology of Daniel,Near East Archaeological Society,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - First Floor: Boylston,Ryan Wood,The Bible Seminary,"What Architecture Says about Shiloh’s Monumental Building ",Near East Archaeological Society,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - First Floor: Boylston,James L. Barber,Veritas International University,"Laminar Core Technologies: The Prismatic and Canaanean Flint Blade Assemblage of Tall el-Hammam, Jordan",Near East Archaeological Society,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - First Floor: Boylston,Jerry Boyce,Trinity Southwest University,Shiloh's Jar- Three Handles and Three Hypotheses,Near East Archaeological Society,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fifth Floor: Vermont,William Edgar,Westminster Theological Seminary,G. K. Chesterton on the Creeds,Creedal Christianity,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fifth Floor: Vermont,Zak Tharp,"Ridley College, Jonathan Edwards Center Australia","'Setting Up of Christ's Kingdom': Edwards, the Niceno-Constantinopolitan Creed, and the Kingdom",Creedal Christianity,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fifth Floor: Vermont,John Banks,Vrije Universiteit Amsterdam,New England Creedal Faith in Transition: Tensions in the Meetinghouse during the Age of Reason,Creedal Christianity,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fifth Floor: Vermont,Andrew J. Martin,Covenant Theological Seminary,Neither Anti-Creedalist nor Creedalizer: Francis J. Grimké's Black Christian Confessionalism,Creedal Christianity,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: Tufts,Ambrose Thomson,McMaster Divinity College,Moderator,Creedal Christianity,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: Tufts,Ellen Howard,Ludwig Maximilian University of Munich,"Competing Narratives: Paul’s Implicit Narrative and the Nicene Debates surrounding 1 Cor 15:28 ",Creedal Christianity,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: Tufts,Andrew C. Marquez,Wayland Baptist University,But God Is One: Proto-Trinitarian Assumptions in Gal. 3:15-4:7,Creedal Christianity,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: Tufts,Lucas J. Whitson,Midwestern Baptist Theological Seminary,A Nicene Lens for an Ephesian Problem: A Re-Examination of Οὐρανός in Ephesians,Creedal Christianity,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Third Floor: Tufts,Brian J. Wright,Lancaster Bible College,"Ancient Literacy, Manuscripts, and AI: Who Could've Written or Read Creeds in the Early Church?",Creedal Christianity,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Justin Allison,Ouachita Baptist University,Moderator,Creedal Christianity,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,John Andrew McClean,Christ College - Australian University of Theology,Revelation in the Nicene Creed: Evangelical and Ecumenical Retrieval,Creedal Christianity,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,John Wind,Colorado Christian University,Ephrem the Syrian’s Hymns: Lessons in Post-Nicene Political Theology from the Empire’s Edge,Creedal Christianity,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,Skyler R. Flowers,University of Aberdeen,"Confession, Community, and Consciousness: Herman Bavinck and the Formulation of Dogma",Creedal Christianity,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon J,C. Ryan Fields,"Faith Evangelical Free Church, Acton, MA",Free to Confess: Taking Up the Nicene Creed in the Free Church Tradition,Creedal Christianity,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - First Floor: Tremont,Adam Johnson,"Torrey Honors College, Biola University",Atonement and the Love of God,A Dogmatic Dialogue about the Christian Life: A Conversation Around Four Recent,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - First Floor: Tremont,Kelly Kapic,Covenant College,Union with Christ and Human Response to God’s Love,A Dogmatic Dialogue about the Christian Life: A Conversation Around Four Recent,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - First Floor: Tremont,Fred Sanders,"Torrey Honors College, Biola University",The Christian Life Ecytpally Considered: Impressively Trinitarian,A Dogmatic Dialogue about the Christian Life: A Conversation Around Four Recent,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - First Floor: Tremont,Christopher Holmes,University of Otago,Atonement and the Life of Faith: Participation and Imitation Applied,A Dogmatic Dialogue about the Christian Life: A Conversation Around Four Recent,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: Northeastern,Michael Naylor,Columbia International University,A Response to Reading the General Epistles Missiologically,,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: Northeastern,Amy Peeler,Wheaton College,A Response to Reading Hebrews Missiologically,A Response to Reading the General Epistles Missiologically,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: Northeastern,J. D. Payne,Samford University,A Response to Reading 1 Peter Missiologically,A Response to Reading the General Epistles Missiologically,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: Northeastern,Daniel K. Eng,Western Seminary,A Response to Reading James Missiologically,A Response to Reading the General Epistles Missiologically,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,3:50 PM,Copley Place - Third Floor: Northeastern,Abeneazer G. Urga,Evangelical Theological College,Response,A Response to Reading the General Epistles Missiologically,,3:30 PM,,False,False,
November 20th,Thursday,3:50 PM,4:10 PM,Copley Place - Third Floor: Northeastern,Edward Smither,Columbia International University,Response,A Response to Reading the General Epistles Missiologically,,3:30 PM,3:50 PM,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Yarmouth,Vincent Bacote,Wheaton College,Moderator,Beyond the Dark Night of the Soul: Realism and Hope among Black Evangelicals,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Yarmouth,Eric C. Redmond,Moody Theological Seminary,Beyond the Dark Night,Beyond the Dark Night of the Soul: Realism and Hope among Black Evangelicals,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Yarmouth,Aaron Ducksworth,"Anderson University, SC",Beyond the Dark Night,Beyond the Dark Night of the Soul: Realism and Hope among Black Evangelicals,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Yarmouth,Kenneth Reid,Independent Scholar,Beyond the Dark Night,Beyond the Dark Night of the Soul: Realism and Hope among Black Evangelicals,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Yarmouth,Vincent Bacote,Wheaton College,Beyond the Dark Night,Beyond the Dark Night of the Soul: Realism and Hope among Black Evangelicals,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fifth Floor: Maine,Stephen Reynolds,Gateway Seminary,Moderator,Church History,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fifth Floor: Maine,Barry V. Evans,The Southern Baptist Theological Seminary,Richard Baxter’s “Middle Way” Soteriology: Innovations to Counter Confusion,Church History,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fifth Floor: Maine,Jared Beebe,The Southern Baptist Theological Seminary,Divine Promises and Final Fulﬁllment: William Perkins's Covenantal Lens on Eschatology,Church History,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fifth Floor: Maine,Christopher Green,Midwestern Baptist Theological Seminary,"Classical Roots, Baptist Branches: The Philosophical Theology of John Gill",Church History,,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fifth Floor: Maine,Michael J Pereira,The Southern Baptist Theological Seminary,"Christ, the Prophet of the Church: John Owen on Sensus Literalis and Christ as Scopus Scripturae",Church History,,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fifth Floor: New Hampshire,Zachary Hedges,Cedarville University,Faith Seeking Knowledge: Clement of Alexandria's 'Ruled' Intellectual Framework,Church History,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fifth Floor: New Hampshire,Thomas Holsteen,The Southern Baptist Theological Seminary,Augustine and the Rest of God,Church History,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fifth Floor: New Hampshire,Noah Edmonson,Dallas Theological Seminary,The Enduring Distinction: Baptism and the Rejection of Apokatastasis in Gregory of Nazianzus,Church History,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fifth Floor: New Hampshire,Jonathan Morgan,Indiana Wesleyan University,Athanasius and the Development of Post-Nicene Pneumatology,Church History,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fifth Floor: Massachusetts,Jesse F. Owens,Welch Divinity School,Moderator,Church History,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fifth Floor: Massachusetts,Joseph Garner III,Hannibal-LaGrange University,Holy Rest: Understanding the Sabbath in the Baptist Confessional Tradition,Church History,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fifth Floor: Massachusetts,Jason G. Duesing,Midwestern Baptist Theological Seminary, Clarity from Controversy: The Context & Content of the 1st English Baptist Confession Reexamined",Church History,,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fifth Floor: Massachusetts,Greg Wills,The Southern Baptist Theological Seminary,"The New Hampshire Confession: Old Calvinism, Edwardsean Calvinism, and Arminianism",Church History,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fifth Floor: Massachusetts,Jacob Trotter,University of Aberdeen,Confessing Distinctions: Beza’s Inﬂuence on the Trinitarian Language of the Belgic Confession,Church History,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: Brandeis,Justus A. Freeman,Bridges Christian College & Seminary,Moderator,New Testament,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: Brandeis,Cory M. Marsh,Southern California Seminary,Spit and Sight: Messianic Humiliation and Irony in John's Account of Blindness,New Testament,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: Brandeis,Jerome D. David,Columbia International University/Westminster,The Resurrection of Christ and the Dawn of New Creation: The Use of Genesis 2:7 in John 20:22,New Testament,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: Brandeis,Susan Hunt,Wheaton College,The Divine Right of Rome and the Cruciform Kingdom: The Aeneid and John’s Passion in Dialogue,New Testament,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Third Floor: Brandeis,Caleb Burkhart,Westminster Theological Seminary,A Theology of History in the Fourth Gospel,New Testament,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Third Floor: Simmons,David I. Yoon,,Moderator,New Testament,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Third Floor: Simmons,Cory Thompson,Randall University,The One-Flesh Union and Pastoral Qualiﬁcations: Reassessing Husband of One Wife,New Testament,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Third Floor: Simmons,David H. Warren,"Retired Professor, Brevard, N.C.",The Mystery of Ὁμείρομαι (1 Thess 2:8),New Testament,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Third Floor: Simmons,Mark Stephens,Sydney Missionary and Bible College,"Stomachs, Satisfaction and Marital Obligation: Moral Identity and Moral Agency in 1 Cor 6:12-7:9",New Testament,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Third Floor: Simmons,R. Thomas Smyly,Southeastern Baptist Theological Seminary,Dead in Sin While Living According to Nature: Ephesians 2:3 and the Stoic Ethical Ideal,New Testament,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,J. Gregory Davidson,McMaster Divinity College,Moderator,Old Testament,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,Timothy Hare,Midwestern Baptist Theological Seminary,Trees & Covenants: The Signiﬁcance of Trees & Tree Imagery within the Old Testament Covenants,Old Testament,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,Joshua Caleb Hutchens,Gateway Seminary,"Great Trees, Kingdoms, and Imposters: The Abimelech Narrative as Foil to the Abrahamic Promise",Old Testament,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,John Swann,Levites in the Gates,The Temple of YHWH: Invocation or Evocation in Jeremiah 7:4?,Old Testament,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon H,Moon Kwon Chae,Baylor University,"YHWH and Babylon in the Book of Jeremiah ",Old Testament,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Douglas Nykolaishen,Ouachita Baptist University,Moderator,Old Testament,,1:00 PM,,True,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Federico Fretes,Southwestern Baptist Theological Seminary,Should You Love Those Who Hate YHWH?: The Chronicler's Perspective on Mixed Marriages,Old Testament,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Jillian L. Ross,Liberty Theological Seminary,Deliverance as Type Scene: A Synchronic Approach to Old Testament Deliverance Accounts,Old Testament,False,1:50 PM,,False,False,
November 20th,Thursday,2:40 PM,3:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Jacob Tomc,McMaster Divinity College,A National Treasure: The Overlooked Value of the Torah in the Chronicler’s Josiah Narrative,Old Testament,False,2:40 PM,,False,False,
November 20th,Thursday,3:30 PM,4:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Tiberius Rata,Grace College and Theological Seminary,Divine Mandate and Dynastic Mechanism: Succession Protocol in the Kings from David to Amaziah,Old Testament,False,3:30 PM,,False,False,
November 20th,Thursday,1:00 PM,1:40 PM,Copley Place - Fourth Floor: Hyannis,Amy Davis Abdallah,Ashland Theological Seminary,Hebrew Bible Grief Rituals: Psychological and Symbolic Complexity,Practical Theology,False,1:00 PM,,False,False,
November 20th,Thursday,1:50 PM,2:30 PM,Copley Place - Fourth Floor: Hyannis,Jeremy Jessen,Lakewood Baptist Church,Trust God and Get Going: J.I. Packer’s Rebuke of the Keswick Perspective on Sanctiﬁcation,Practical Theology,False,1:50 PM,,False,False,
